filename,conf,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),snr,source,class
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,305.407218,310.407218,19.0,22.0,0.0,bombyx,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,211.0,219.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,255.852358,260.852358,19.0,22.0,0.0,bombyx,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,266.0,274.0,19.0,22.0,0.0,boussole,0
SFWO43KPBIDLJGPOKIZ5QOVIYIF3WPE27B7NS6TKCMW2WI4BADEQI3RBVILWI67Y.wav,1.0,248.707116,253.707116,19.0,22.0,0.0,bombyx,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,251.0,259.0,19.0,22.0,0.0,boussole,0
AHIF64QC6ADXOZCJPQYV6I3DVBKGF7MAVVDDF3Q.wav,1.0,15.899159999999998,20.89916,19.0,22.0,0.0,boussole,1
AHIF64QC6ADXOZCJPQYV6I3DVBKGF7MAVVDDF3Q.wav,1.0,77.340913,82.340913,19.0,22.0,0.0,boussole,1
NLW6HEVKYRFDEBM4XIK2CU3GQTR2LB3AFX4SARP74P47CRFKFGVOS7FW6S2IEEPD.wav,1.0,126.0,134.0,19.0,22.0,0.0,bombyx,0
UPLNWDLYPFW3BL4ZE6MJFLXKQG5V7P4J2LYXHAQ.wav,1.0,56.0,64.0,19.0,22.0,0.0,boussole,0
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,221.0,229.0,19.0,22.0,0.0,boussole,0
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,232.115464,237.115464,19.0,22.0,0.0,boussole,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,241.0,249.0,19.0,22.0,0.0,boussole,0
QMSZDVJFAXUPSDLSCSS5WPD7E2UGNZQSAP4YWQRW3TUSFPNQXWOJPDKXC3M5THOE.wav,1.0,21.0,29.0,19.0,22.0,0.0,bombyx,0
AHIF64QC6ADXOZCJPQYV6I3DVBKGF7MAVVDDF3Q.wav,1.0,108.657617,113.657617,19.0,22.0,0.0,boussole,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,196.0,204.0,19.0,22.0,0.0,boussole,0
BAQH5DKGUYK6MUJ3F2CBAY5DZTQUTJVTEJ2C5GNVRJJLFTK3ERGZXFXHCJIUYNEP.wav,1.0,21.0,29.0,19.0,22.0,0.0,bombyx,0
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,72.456815,77.456815,19.0,22.0,0.0,boussole,1
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,242.936375,247.936375,19.0,22.0,0.0,boussole,1
2MVCCS47PYVMANDYSVVBZW65Z7R6QINK4LIONQA.wav,1.0,66.0,74.0,19.0,22.0,0.0,boussole,0
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,88.589609,93.589609,19.0,22.0,0.0,boussole,1
FKR6TZNOWYFTC5MWSVXUJFW642YW7W4JRWQ3EHQ.wav,1.0,11.0,19.0,19.0,22.0,0.0,boussole,0
DRMNPHG52SCRUC7JMFU5O5J4D3F3BXJ5CD5CMRY.wav,1.0,266.0,274.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,211.0,219.0,19.0,22.0,0.0,boussole,0
3EYZFAJMAKFULB5IF2ZIWWEZS37TIRM7Y2MECKY.wav,1.0,46.0,54.0,19.0,22.0,0.0,boussole,0
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,53.073769,58.073769,19.0,22.0,0.0,boussole,1
ZMNRMKMB7NRX6T4TTYOAAMJ7CTI644R7XEBJSRA.wav,1.0,156.0,164.0,19.0,22.0,0.0,boussole,0
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,236.0,244.0,19.0,22.0,0.0,boussole,0
SFWO43KPBIDLJGPOKIZ5QOVIYIF3WPE27B7NS6TKCMW2WI4BADEQI3RBVILWI67Y.wav,1.0,67.925667,72.925667,19.0,22.0,0.0,bombyx,1
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,204.322508,209.322508,19.0,22.0,0.0,boussole,1
IZP65IA3XS6WIFNPJK4A4WQQ72QSJQZPP26Y2YY.wav,1.0,96.0,104.0,19.0,22.0,0.0,boussole,0
C4OAURFU3VGBCCOZS2BM52FUJOK5RC2TA3S4ZCQ.wav,1.0,106.0,114.0,19.0,22.0,0.0,boussole,0
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,237.498001,242.498001,19.0,22.0,0.0,boussole,1
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,174.319466,179.319466,19.0,22.0,0.0,boussole,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,246.0,254.0,19.0,22.0,0.0,boussole,0
Z2HVWGCQNQPKV3QWIKRNO4S6JMAHM4LVD4KCT7I.wav,1.0,276.0,284.0,19.0,22.0,0.0,boussole,0
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,275.800678,280.800678,19.0,22.0,0.0,boussole,1
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,291.0,299.0,19.0,22.0,0.0,boussole,0
AHIF64QC6ADXOZCJPQYV6I3DVBKGF7MAVVDDF3Q.wav,1.0,171.672356,176.672356,19.0,22.0,0.0,boussole,1
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,214.526454,219.526454,19.0,22.0,0.0,boussole,1
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,180.540102,185.540102,19.0,22.0,0.0,boussole,1
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,160.764888,165.764888,19.0,22.0,0.0,boussole,1
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,216.337788,221.337788,19.0,22.0,0.0,boussole,1
SFWO43KPBIDLJGPOKIZ5QOVIYIF3WPE27B7NS6TKCMW2WI4BADEQI3RBVILWI67Y.wav,1.0,121.006989,126.006989,19.0,22.0,0.0,bombyx,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,11.985267,16.985267,19.0,22.0,0.0,bombyx,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,271.0,279.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,236.0,244.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,337.141388,342.141388,19.0,22.0,0.0,bombyx,1
SFWO43KPBIDLJGPOKIZ5QOVIYIF3WPE27B7NS6TKCMW2WI4BADEQI3RBVILWI67Y.wav,1.0,94.418679,99.418679,19.0,22.0,0.0,bombyx,1
JFXRA3O3QGHC2N35KBO7MRCZF4RWZXAHZF7IFJX3QQTQJECPUTRPRSDX23AVTYMX.wav,1.0,66.0,74.0,19.0,22.0,0.0,bombyx,0
3CRZE6YGHC4Y42ZDDWOQDI2Z6VNGDDGSGEHTTYA.wav,1.0,84.84374,89.84374,19.0,22.0,0.0,boussole,1
GLHTBCZNQVHDLR56SAYZQBF444MTRJQRI23EEAI.wav,1.0,110.850156,115.850156,19.0,22.0,0.0,boussole,1
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,72.907515,77.907515,19.0,22.0,0.0,boussole,1
WDZAAQXUKGRGARDTNLQKILXYXJ5PPFVEITLOEYE4J7FMUZE65SFE5YHCPBYSGVSGZO6STAQ.wav,1.0,246.0,254.0,19.0,22.0,0.0,bombyx,0
6BTLHZREEUIR67VV2OQDZUX2TFZHMAKBWZULFOI.wav,1.0,271.0,279.0,19.0,22.0,0.0,boussole,0
HCFUIMOZPUZ3L4KA74Q6726IXA64RQWCONOKMFY.wav,1.0,11.0,19.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,174.182136,179.182136,19.0,22.0,0.0,bombyx,1
FO6VHPOJURA5AJQF35EULLSDEKBZYEKE3HLER5BJRK7X2CJGOQIRLSMWDEHK7AFD2VAA.wav,1.0,211.0,219.0,19.0,22.0,0.0,bombyx,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,201.0,209.0,19.0,22.0,0.0,boussole,0
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,291.0,299.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,196.0,204.0,19.0,22.0,0.0,boussole,0
JR4MWDSK7INQZF73JGOUJLKQE6BKM7HE5JH6J5Q.wav,1.0,251.0,259.0,19.0,22.0,0.0,boussole,0
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,190.09687,195.09687,19.0,22.0,0.0,bombyx,1
DBDUNNRX3EAKUB4Z4S3HMED542U4RCP2KCKFWQM6BWGOUSQ7RAKZLTE3FOR4LUOW.wav,1.0,158.267402,163.267402,19.0,22.0,0.0,bombyx,1
TPKHL4AWQEJCYSSILGC6ILMRQRVMOUNNQBPKXKY.wav,1.0,211.0,219.0,19.0,22.0,0.0,boussole,0
RVKPJF7HESMPEOMCJBKVLRDKQKLYHT3NRYRWAAQ.wav,1.0,200.89378,205.89378,19.0,22.0,0.0,boussole,1
G2GL43OPC4A5NKRINOWS4ZL5CEVQZBHRK7MSNQQ.wav,1.0,155.750916,160.750916,19.0,22.0,0.0,boussole,1
FKR6TZNOWYFTC5MWSVXUJFW642YW7W4JRWQ3EHQ.wav,1.0,41.0,49.0,19.0,22.0,0.0,boussole,0
